subset,file,split,label,n_cycles,n_cycles_after,repro_denom,repro_both,branch_repo,label_gt_ncycles,cycle_number_at_label,soh_at_label_repo,soh_before_repo,max_soh_after_repo,n_above_after_repo,first_crossing_repo,last_crossing_repo,soh_at_label_dis1,soh_before_dis1,max_soh_after_dis1,n_above_after_dis1,first_crossing_dis1,last_crossing_dis1,soh_at_label,soh_before,max_soh_after,n_above_after,last_crossing,first_crossing
RWTH,RWTH_002.pkl,val,737,2413,1676,repo,False,first_cross,False,741.0,0.79933,0.80019,0.80547,12.0,737.0,779.0,0.82682,0.82771,0.83318,205.0,923.0,944.0,0.79933,0.80019,0.80547,12.0,779.0,737.0
RWTH,RWTH_009.pkl,train,629,2399,1770,repo,False,first_cross,False,632.0,0.7993,0.80011,0.81489,46.0,629.0,684.0,0.83309,0.83394,0.84935,298.0,926.0,934.0,0.7993,0.80011,0.81489,46.0,684.0,629.0
RWTH,RWTH_007.pkl,val,752,2414,1662,repo,False,first_cross,False,756.0,0.79973,0.80068,0.80697,19.0,752.0,786.0,0.82904,0.83003,0.83654,205.0,958.0,958.0,0.79973,0.80068,0.80697,19.0,786.0,752.0
RWTH,RWTH_008.pkl,test,688,2415,1727,repo,False,first_cross,False,692.0,0.79971,0.80053,0.80099,3.0,688.0,693.0,0.83405,0.8349,0.83538,192.0,879.0,928.0,0.79971,0.80053,0.80099,3.0,693.0,688.0
RWTH,RWTH_004.pkl,train,630,2416,1786,repo,False,first_cross,False,633.0,0.79998,0.80099,0.81459,41.0,630.0,676.0,0.84213,0.8432,0.85751,302.0,930.0,934.0,0.79998,0.80099,0.81459,41.0,676.0,630.0
RWTH,RWTH_011.pkl,train,669,2437,1768,repo,False,first_cross,False,673.0,0.79993,0.80147,0.80655,6.0,669.0,684.0,0.83669,0.8383,0.84361,247.0,912.0,960.0,0.79993,0.80147,0.80655,6.0,684.0,669.0
RWTH,RWTH_003.pkl,train,621,2437,1816,repo,False,first_cross,False,625.0,0.79197,0.80785,0.80072,1.0,621.0,623.0,0.82862,0.84524,0.83777,220.0,841.0,844.0,0.79197,0.80785,0.80072,1.0,623.0,621.0
RWTH,RWTH_010.pkl,val,696,2441,1745,repo,False,first_cross,False,700.0,0.79953,0.80152,0.80088,9.0,696.0,708.0,0.83105,0.83311,0.83245,197.0,890.0,959.0,0.79953,0.80152,0.80088,9.0,708.0,696.0
RWTH,RWTH_006.pkl,train,720,2418,1698,repo,False,first_cross,False,724.0,0.79935,0.80127,0.80152,5.0,720.0,798.0,0.83731,0.83932,0.83958,213.0,934.0,934.0,0.79935,0.80127,0.80152,5.0,798.0,720.0
RWTH,RWTH_013.pkl,train,700,2447,1747,repo,False,first_cross,False,704.0,0.79988,0.80164,0.80077,6.0,700.0,715.0,0.83419,0.83603,0.83512,268.0,936.0,981.0,0.79988,0.80164,0.80077,6.0,715.0,700.0
RWTH,RWTH_012.pkl,train,778,2448,1670,repo,False,first_cross,False,782.0,0.79995,0.80088,0.81017,22.0,778.0,815.0,0.82843,0.82939,0.83901,208.0,987.0,987.0,0.79995,0.80088,0.81017,22.0,815.0,778.0
RWTH,RWTH_025.pkl,train,706,2309,1603,repo,False,first_cross,False,710.0,0.79923,0.8007,0.81119,23.0,706.0,819.0,0.82837,0.82989,0.84077,116.0,822.0,824.0,0.79923,0.8007,0.81119,23.0,819.0,706.0
HUST,HUST_2-5.pkl,train,1441,1386,0,repo,False,regress,True,,,,,,,,,,,,1265.0,1265.0,,,,,,
HUST,HUST_4-3.pkl,train,1164,1142,0,repo,False,regress,True,,,,,,,,,,,,1046.0,1046.0,,,,,,
HUST,HUST_1-6.pkl,train,1179,1143,0,repo,False,regress,True,,,,,,,,,,,,969.0,969.0,,,,,,
HUST,HUST_5-7.pkl,val,1490,1448,0,repo,False,regress,True,,,,,,,,,,,,1320.0,1320.0,,,,,,
HUST,HUST_8-1.pkl,train,1338,1308,0,repo,False,regress,True,,,,,,,,,,,,1187.0,1187.0,,,,,,
HUST,HUST_3-3.pkl,train,1698,1649,0,repo,False,regress,True,,,,,,,,,,,,1520.0,1520.0,,,,,,
HUST,HUST_2-6.pkl,train,1621,1572,0,repo,False,regress,True,,,,,,,,,,,,1446.0,1446.0,,,,,,
HUST,HUST_4-6.pkl,train,1420,1380,0,repo,False,regress,True,,,,,,,,,,,,1253.0,1253.0,,,,,,
HUST,HUST_7-1.pkl,test,1752,1690,0,repo,False,regress,True,,,,,,,,,,,,1508.0,1508.0,,,,,,
HUST,HUST_2-4.pkl,train,1545,1499,0,repo,False,regress,True,,,,,,,,,,,,1331.0,1333.0,,,,,,
HUST,HUST_3-4.pkl,test,1829,1766,0,repo,False,regress,True,,,,,,,,,,,,1608.0,1608.0,,,,,,
HUST,HUST_10-2.pkl,test,1742,1697,0,repo,False,regress,True,,,,,,,,,,,,1550.0,1550.0,,,,,,
HUST,HUST_6-4.pkl,train,1779,1717,0,repo,False,regress,True,,,,,,,,,,,,1534.0,1534.0,,,,,,
HUST,HUST_2-8.pkl,val,1531,1481,0,repo,False,regress,True,,,,,,,,,,,,1336.0,1339.0,,,,,,
HUST,HUST_8-5.pkl,test,1382,1348,0,repo,False,regress,True,,,,,,,,,,,,1223.0,1223.0,,,,,,
HUST,HUST_10-1.pkl,val,1760,1702,0,repo,False,regress,True,,,,,,,,,,,,1548.0,1548.0,,,,,,
HUST,HUST_9-6.pkl,train,1793,1742,0,repo,False,regress,True,,,,,,,,,,,,1562.0,1564.0,,,,,,
HUST,HUST_7-6.pkl,val,1450,1419,0,repo,False,regress,True,,,,,,,,,,,,1299.0,1299.0,,,,,,
HUST,HUST_1-4.pkl,train,1549,1500,0,repo,False,regress,True,,,,,,,,,,,,1360.0,1360.0,,,,,,
HUST,HUST_5-5.pkl,val,1634,1583,0,repo,False,regress,True,,,,,,,,,,,,1422.0,1422.0,,,,,,
HUST,HUST_10-3.pkl,test,1901,1848,0,repo,False,regress,True,,,,,,,,,,,,1672.0,1674.0,,,,,,
HUST,HUST_4-4.pkl,train,1528,1491,0,repo,False,regress,True,,,,,,,,,,,,1358.0,1358.0,,,,,,
HUST,HUST_8-8.pkl,train,1722,1679,0,repo,False,regress,True,,,,,,,,,,,,1506.0,1506.0,,,,,,
HUST,HUST_10-8.pkl,val,1432,1400,0,repo,False,regress,True,,,,,,,,,,,,1247.0,1247.0,,,,,,
HUST,HUST_7-4.pkl,val,1421,1393,0,repo,False,regress,True,,,,,,,,,,,,1275.0,1275.0,,,,,,
HUST,HUST_6-3.pkl,train,1869,1804,0,repo,False,regress,True,,,,,,,,,,,,1611.0,1611.0,,,,,,
HUST,HUST_7-2.pkl,train,2088,2030,0,repo,False,regress,True,,,,,,,,,,,,1857.0,1860.0,,,,,,
HUST,HUST_4-5.pkl,train,1600,1561,0,repo,False,regress,True,,,,,,,,,,,,1380.0,1380.0,,,,,,
HUST,HUST_1-7.pkl,train,1726,1678,0,repo,False,regress,True,,,,,,,,,,,,1490.0,1490.0,,,,,,
HUST,HUST_7-3.pkl,test,1318,1295,0,repo,False,regress,True,,,,,,,,,,,,1180.0,1180.0,,,,,,
HUST,HUST_4-1.pkl,train,2278,2217,0,repo,False,regress,True,,,,,,,,,,,,2017.0,2017.0,,,,,,
HUST,HUST_6-1.pkl,train,1667,1609,0,repo,False,regress,True,,,,,,,,,,,,1433.0,1433.0,,,,,,
HUST,HUST_4-8.pkl,test,1747,1706,0,repo,False,regress,True,,,,,,,,,,,,1547.0,1547.0,,,,,,
HUST,HUST_3-1.pkl,train,1995,1938,0,repo,False,regress,True,,,,,,,,,,,,1757.0,1757.0,,,,,,
HUST,HUST_7-7.pkl,train,1726,1685,0,repo,False,regress,True,,,,,,,,,,,,1536.0,1536.0,,,,,,
HUST,HUST_8-4.pkl,train,1938,1885,0,repo,False,regress,True,,,,,,,,,,,,1702.0,1702.0,,,,,,
HUST,HUST_5-2.pkl,val,1981,1926,0,repo,False,regress,True,,,,,,,,,,,,1757.0,1759.0,,,,,,
HUST,HUST_1-1.pkl,train,1542,1504,0,repo,False,regress,True,,,,,,,,,,,,1354.0,1358.0,,,,,,
HUST,HUST_9-4.pkl,test,2023,1975,0,repo,False,regress,True,,,,,,,,,,,,1781.0,1781.0,,,,,,
HUST,HUST_6-2.pkl,train,1972,1908,0,repo,False,regress,True,,,,,,,,,,,,1702.0,1707.0,,,,,,
HUST,HUST_2-3.pkl,val,1810,1751,0,repo,False,regress,True,,,,,,,,,,,,1587.0,1587.0,,,,,,
HUST,HUST_9-1.pkl,val,2106,2057,0,repo,False,regress,True,,,,,,,,,,,,1853.0,1853.0,,,,,,
HUST,HUST_9-3.pkl,test,1946,1905,0,repo,False,regress,True,,,,,,,,,,,,1715.0,1715.0,,,,,,
HUST,HUST_10-7.pkl,train,1821,1783,0,repo,False,regress,True,,,,,,,,,,,,1614.0,1614.0,,,,,,
HUST,HUST_2-7.pkl,test,2261,2202,0,repo,False,regress,True,,,,,,,,,,,,2018.0,2018.0,,,,,,
HUST,HUST_6-5.pkl,test,2255,2178,0,repo,False,regress,True,,,,,,,,,,,,1933.0,1933.0,,,,,,
HUST,HUST_9-5.pkl,train,2230,2168,0,repo,False,regress,True,,,,,,,,,,,,1944.0,1947.0,,,,,,
HUST,HUST_3-2.pkl,train,2353,2283,0,repo,False,regress,True,,,,,,,,,,,,2037.0,2037.0,,,,,,
HUST,HUST_1-3.pkl,train,1911,1858,0,repo,False,regress,True,,,,,,,,,,,,1695.0,1695.0,,,,,,
HUST,HUST_3-8.pkl,val,2412,2342,0,repo,False,regress,True,,,,,,,,,,,,2098.0,2098.0,,,,,,
HUST,HUST_1-5.pkl,train,2033,1971,0,repo,False,regress,True,,,,,,,,,,,,1809.0,1817.0,,,,,,
HUST,HUST_8-7.pkl,test,2116,2047,0,repo,False,regress,True,,,,,,,,,,,,1803.0,1807.0,,,,,,
HUST,HUST_3-7.pkl,train,2569,2479,0,repo,False,regress,True,,,,,,,,,,,,2179.0,2179.0,,,,,,
HUST,HUST_8-2.pkl,test,2100,2041,0,repo,False,regress,True,,,,,,,,,,,,1771.0,1771.0,,,,,,
HUST,HUST_7-5.pkl,train,1907,1873,0,repo,False,regress,True,,,,,,,,,,,,1716.0,1716.0,,,,,,
HUST,HUST_10-5.pkl,train,2080,2030,0,repo,False,regress,True,,,,,,,,,,,,1853.0,1853.0,,,,,,
HUST,HUST_6-8.pkl,val,2574,2450,0,repo,False,regress,True,,,,,,,,,,,,2010.0,2010.0,,,,,,
HUST,HUST_10-4.pkl,train,1849,1811,0,repo,False,regress,True,,,,,,,,,,,,1655.0,1657.0,,,,,,
HUST,HUST_9-7.pkl,test,2061,2012,0,repo,False,regress,True,,,,,,,,,,,,1820.0,1820.0,,,,,,
HUST,HUST_5-4.pkl,train,2025,1962,0,repo,False,regress,True,,,,,,,,,,,,1726.0,1726.0,,,,,,
HUST,HUST_1-8.pkl,val,2359,2285,0,repo,False,regress,True,,,,,,,,,,,,1989.0,1991.0,,,,,,
HUST,HUST_9-8.pkl,train,2377,2308,0,repo,False,regress,True,,,,,,,,,,,,2101.0,2101.0,,,,,,
HUST,HUST_3-6.pkl,train,2575,2491,0,repo,False,regress,True,,,,,,,,,,,,2242.0,2244.0,,,,,,
HUST,HUST_4-2.pkl,test,1812,1782,0,repo,False,regress,True,,,,,,,,,,,,1623.0,1623.0,,,,,,
HUST,HUST_8-3.pkl,val,2338,2290,0,repo,False,regress,True,,,,,,,,,,,,2061.0,2063.0,,,,,,
HUST,HUST_7-8.pkl,val,1975,1938,0,repo,False,regress,True,,,,,,,,,,,,1759.0,1759.0,,,,,,
HUST,HUST_5-6.pkl,train,2538,2460,0,repo,False,regress,True,,,,,,,,,,,,2084.0,2084.0,,,,,,
HUST,HUST_9-2.pkl,train,2189,2143,0,repo,False,regress,True,,,,,,,,,,,,1915.0,1915.0,,,,,,
HUST,HUST_2-2.pkl,train,2716,2651,0,repo,False,regress,True,,,,,,,,,,,,2303.0,2303.0,,,,,,
HUST,HUST_10-6.pkl,train,2344,2285,0,repo,False,regress,True,,,,,,,,,,,,1892.0,1892.0,,,,,,
HUST,HUST_5-1.pkl,train,2583,2507,0,repo,False,regress,True,,,,,,,,,,,,2115.0,2115.0,,,,,,
HUST,HUST_8-6.pkl,train,2436,2365,0,repo,False,regress,True,,,,,,,,,,,,1978.0,1981.0,,,,,,
HUST,HUST_5-3.pkl,train,2764,2689,0,repo,False,regress,True,,,,,,,,,,,,2323.0,2329.0,,,,,,
HUST,HUST_4-7.pkl,train,2272,2216,0,repo,False,regress,True,,,,,,,,,,,,1814.0,1814.0,,,,,,
HUST,HUST_6-6.pkl,train,2542,2468,0,repo,False,regress,True,,,,,,,,,,,,2204.0,2204.0,,,,,,
HUST,HUST_3-5.pkl,train,2768,2657,0,repo,False,regress,True,,,,,,,,,,,,2160.0,2160.0,,,,,,
HUST,HUST_1-2.pkl,train,2755,2678,0,repo,False,regress,True,,,,,,,,,,,,2258.0,2265.0,,,,,,
Tongji,Tongji1_CY25-1_1--6.pkl,train,20,27,7,,False,first_cross,False,21.0,0.79432,0.79928,0.78779,0.0,19.0,19.0,0.90474,0.91038,0.89729,7.0,,,,,,,,
Tongji,Tongji1_CY25-1_1--3.pkl,val,24,27,3,,False,first_cross,False,25.0,0.78605,0.79988,0.75983,0.0,23.0,23.0,0.89236,0.90807,0.8626,3.0,,,,,,,,
Tongji,Tongji1_CY25-1_1--8.pkl,val,18,28,10,,False,first_cross,False,19.0,0.79055,0.79838,0.78276,0.0,17.0,17.0,0.88578,0.89455,0.87705,10.0,,,,,,,,
Tongji,Tongji1_CY25-1_1--4.pkl,train,26,29,3,,False,first_cross,False,28.0,0.76153,0.77617,0.74798,0.0,25.0,25.0,0.86928,0.88598,0.85381,3.0,,,,,,,,
Tongji,Tongji1_CY25-1_1--5.pkl,train,21,31,10,,False,first_cross,False,22.0,0.79344,0.79858,0.7877,0.0,20.0,20.0,0.89433,0.90012,0.88786,10.0,,,,,,,,
Tongji,Tongji1_CY25-1_1--9.pkl,train,27,32,5,repo,False,first_cross,False,29.0,0.79781,0.80742,0.78617,0.0,27.0,27.0,0.89032,0.90104,0.87733,5.0,,,0.79781,0.80742,0.78617,0.0,27.0,27.0
Tongji,Tongji1_CY25-1_1--7.pkl,test,20,33,13,repo,False,first_cross,False,21.0,0.79494,0.80077,0.78872,0.0,20.0,20.0,0.87864,0.88509,0.87177,12.0,33.0,33.0,0.79494,0.80077,0.78872,0.0,20.0,20.0
Tongji,Tongji1_CY25-1_1--1.pkl,test,27,34,7,repo,False,first_cross,False,29.0,0.79733,0.80315,0.79049,0.0,27.0,27.0,0.88819,0.89467,0.88057,6.0,34.0,34.0,0.79733,0.80315,0.79049,0.0,27.0,27.0
Tongji,Tongji1_CY25-1_1--2.pkl,test,24,35,11,,False,first_cross,False,25.0,0.78961,0.79579,0.78151,0.0,23.0,23.0,0.87301,0.87984,0.86406,10.0,35.0,35.0,,,,,,
Tongji,Tongji1_CY25-05_1--1.pkl,test,120,145,25,,False,first_cross,False,121.0,0.79443,0.7976,0.79137,0.0,119.0,119.0,0.8575,0.86092,0.8542,18.0,139.0,139.0,,,,,,
Tongji,Tongji1_CY25-05_1--19.pkl,test,127,153,26,,False,first_cross,False,128.0,0.79666,0.79916,0.79391,0.0,126.0,126.0,0.85684,0.85953,0.85388,18.0,146.0,146.0,,,,,,
Tongji,Tongji1_CY25-05_1--16.pkl,train,124,161,37,,False,first_cross,False,125.0,0.79737,0.79939,0.79559,0.0,123.0,123.0,0.86244,0.86462,0.86052,27.0,152.0,152.0,,,,,,
Tongji,Tongji1_CY25-05_1--12.pkl,train,127,155,28,,False,first_cross,False,133.0,0.79419,0.7969,0.79164,0.0,126.0,126.0,0.85712,0.86004,0.85436,21.0,149.0,149.0,,,,,,
Tongji,Tongji1_CY25-05_1--11.pkl,val,130,157,27,,False,first_cross,False,136.0,0.79533,0.79814,0.79279,0.0,129.0,129.0,0.85883,0.86186,0.85609,20.0,151.0,151.0,,,,,,
Tongji,Tongji1_CY25-05_1--7.pkl,val,143,172,29,,False,first_cross,False,144.0,0.7971,0.79925,0.79479,0.0,142.0,142.0,0.85575,0.85806,0.85327,19.0,163.0,163.0,,,,,,
Tongji,Tongji1_CY25-05_1--2.pkl,train,138,178,40,,False,first_cross,False,139.0,0.79751,0.79919,0.79647,0.0,137.0,137.0,0.86012,0.86194,0.859,28.0,167.0,167.0,,,,,,
Tongji,Tongji1_CY25-05_1--6.pkl,test,155,182,27,,False,first_cross,False,156.0,0.79651,0.79871,0.79416,0.0,154.0,154.0,0.85423,0.85659,0.8517,18.0,174.0,174.0,,,,,,
Tongji,Tongji1_CY45-05_1--6.pkl,train,255,199,0,,False,regress,True,,,,,,,,,,,,,,,,,,,
Tongji,Tongji1_CY45-05_1--5.pkl,train,219,199,0,,False,regress,True,,,,,,,,,,,,,,,,,,,
Tongji,Tongji1_CY25-05_1--18.pkl,train,150,188,38,,False,first_cross,False,151.0,0.79737,0.79896,0.79575,0.0,149.0,149.0,0.85621,0.85792,0.85447,26.0,177.0,177.0,,,,,,
Tongji,Tongji1_CY25-05_1--14.pkl,train,161,192,31,,False,first_cross,False,162.0,0.79687,0.79916,0.79481,0.0,160.0,160.0,0.85353,0.85599,0.85133,22.0,184.0,184.0,,,,,,
Tongji,Tongji1_CY25-05_1--3.pkl,val,169,192,23,,False,first_cross,False,170.0,0.79901,0.79985,0.79801,0.0,168.0,168.0,0.86171,0.86261,0.86062,23.0,,,,,,,,
Tongji,Tongji1_CY25-05_1--15.pkl,train,166,191,25,,False,first_cross,False,167.0,0.79777,0.7996,0.79625,0.0,165.0,165.0,0.8519,0.85386,0.85028,25.0,,,,,,,,
Tongji,Tongji1_CY25-05_1--4.pkl,train,160,193,33,,False,first_cross,False,161.0,0.79885,0.79955,0.798,0.0,159.0,159.0,0.85942,0.86018,0.85851,33.0,,,,,,,,
Tongji,Tongji1_CY25-05_1--17.pkl,train,149,192,43,,False,first_cross,False,150.0,0.79872,0.79973,0.7978,0.0,148.0,148.0,0.85955,0.86063,0.85856,39.0,189.0,189.0,,,,,,
Tongji,Tongji1_CY25-05_1--5.pkl,train,150,193,43,,False,first_cross,False,151.0,0.79861,0.79962,0.79779,0.0,149.0,149.0,0.8597,0.86079,0.85882,43.0,,,,,,,,
Tongji,Tongji1_CY25-05_1--13.pkl,train,139,193,54,,False,first_cross,False,140.0,0.79926,0.79976,0.79847,0.0,138.0,138.0,0.85469,0.85521,0.85384,45.0,185.0,185.0,,,,,,
Tongji,Tongji2_CY25-05_1--2.pkl,test,222,189,0,,False,regress,True,,,,,,,,,,,,,,,,,,,
Tongji,Tongji2_CY25-05_1--10.pkl,val,251,199,0,,False,regress,True,,,,,,,,,,,,,,,,,,,
Tongji,Tongji2_CY25-05_1--12.pkl,train,196,199,3,,False,first_cross,False,200.0,0.79831,0.79933,0.79734,0.0,195.0,195.0,0.88692,0.88806,0.88585,3.0,,,,,,,,
Tongji,Tongji1_CY25-05_1--10.pkl,val,174,207,33,,False,first_cross,False,175.0,0.79684,0.79849,0.79511,0.0,173.0,173.0,0.85271,0.85447,0.85086,25.0,200.0,200.0,,,,,,
Tongji,Tongji1_CY25-025_1--6.pkl,test,197,245,48,,False,first_cross,False,205.0,0.79722,0.79873,0.79582,0.0,196.0,196.0,0.86424,0.86588,0.86272,34.0,232.0,232.0,,,,,,
Tongji,Tongji1_CY25-025_1--7.pkl,test,201,251,50,repo,False,first_cross,False,210.0,0.79925,0.80055,0.798,0.0,201.0,201.0,0.8647,0.86611,0.86335,34.0,236.0,236.0,0.79925,0.80055,0.798,0.0,201.0,201.0
Tongji,Tongji2_CY25-05_1--15.pkl,train,228,300,72,,False,first_cross,False,233.0,0.79888,0.7999,0.79792,0.0,227.0,227.0,0.88011,0.88123,0.87904,60.0,289.0,289.0,,,,,,
Tongji,Tongji1_CY25-025_1--3.pkl,train,213,300,87,,False,first_cross,False,222.0,0.7989,0.79987,0.79831,0.0,212.0,212.0,0.87208,0.87314,0.87144,64.0,278.0,278.0,,,,,,
Tongji,Tongji2_CY25-05_1--17.pkl,train,329,335,6,,False,first_cross,False,330.0,0.79949,0.79974,0.79927,0.0,328.0,328.0,0.86805,0.86833,0.86781,6.0,,,,,,,,
Tongji,Tongji2_CY25-05_1--16.pkl,val,247,336,89,,False,first_cross,False,252.0,0.79893,0.79971,0.79819,0.0,246.0,246.0,0.87815,0.87901,0.87733,73.0,321.0,321.0,,,,,,
Tongji,Tongji1_CY25-025_1--4.pkl,val,229,331,102,,False,first_cross,False,239.0,0.79862,0.79941,0.79781,0.0,228.0,228.0,0.87721,0.87808,0.87633,82.0,312.0,312.0,,,,,,
Tongji,Tongji2_CY25-05_1--8.pkl,val,240,338,98,,False,first_cross,False,245.0,0.79919,0.79985,0.79868,0.0,239.0,239.0,0.88645,0.88718,0.88588,94.0,335.0,335.0,,,,,,
Tongji,Tongji1_CY45-05_1--8.pkl,val,207,399,192,,False,first_cross,False,216.0,0.79478,0.79991,0.79908,0.0,206.0,206.0,0.83354,0.83892,0.83805,111.0,319.0,319.0,,,,,,
Tongji,Tongji2_CY25-05_1--9.pkl,test,308,349,41,,False,first_cross,False,315.0,0.7995,0.7998,0.79919,0.0,307.0,307.0,0.88566,0.88599,0.88532,41.0,,,,,,,,
Tongji,Tongji1_CY45-05_1--10.pkl,val,322,399,77,,False,first_cross,False,335.0,0.79969,0.79991,0.79944,0.0,321.0,321.0,0.84029,0.84052,0.84002,77.0,,,,,,,,
Tongji,Tongji1_CY45-05_1--7.pkl,train,433,399,0,,False,regress,True,,,,,,,,,,,,,,,,,,,
Tongji,Tongji1_CY25-025_1--5.pkl,train,216,338,122,,False,first_cross,False,225.0,0.79886,0.79945,0.7991,0.0,215.0,215.0,0.88055,0.8812,0.88082,102.0,319.0,319.0,,,,,,
Tongji,Tongji1_CY45-05_1--9.pkl,train,436,399,0,,False,regress,True,,,,,,,,,,,,,,,,,,,
Tongji,Tongji2_CY45-05_1--15.pkl,train,393,403,10,,False,first_cross,False,394.0,0.7995,0.79996,0.79962,0.0,392.0,392.0,0.84134,0.84182,0.84146,10.0,,,,,,,,
Tongji,Tongji2_CY45-05_1--10.pkl,val,400,399,0,,False,first_cross,True,,,,,,399.0,399.0,,,,,,,,,,,,
Tongji,Tongji2_CY45-05_1--8.pkl,val,399,399,0,,False,first_cross,False,407.0,0.79969,0.79978,,0.0,398.0,398.0,0.84947,0.84957,,0.0,,,,,,,,
Tongji,Tongji2_CY45-05_1--9.pkl,train,419,399,0,,False,regress,True,,,,,,,,,,,,,,,,,,,
Tongji,Tongji2_CY45-05_1--7.pkl,train,399,399,0,,False,first_cross,False,407.0,0.79968,0.79982,,0.0,398.0,398.0,0.85143,0.85158,,0.0,,,,,,,,
Tongji,Tongji2_CY25-05_1--13.pkl,train,321,399,78,,False,first_cross,False,328.0,0.79957,0.79994,0.79934,0.0,320.0,320.0,0.87959,0.88,0.87934,78.0,,,,,,,,
Tongji,Tongji2_CY45-05_1--1.pkl,val,403,455,52,,False,first_cross,False,412.0,0.79959,0.79978,0.79954,0.0,402.0,402.0,0.84851,0.84872,0.84846,52.0,,,,,,,,
Tongji,Tongji1_CY45-05_1--15.pkl,train,210,495,285,,False,first_cross,False,211.0,0.79947,0.79984,0.79911,0.0,209.0,209.0,0.83527,0.83567,0.8349,104.0,315.0,315.0,,,,,,
Tongji,Tongji2_CY45-05_1--2.pkl,test,413,453,40,,False,first_cross,False,422.0,0.79938,0.7997,0.79925,0.0,412.0,412.0,0.84513,0.84547,0.84498,40.0,,,,,,,,
Tongji,Tongji1_CY45-05_1--17.pkl,train,183,528,345,,False,first_cross,False,184.0,0.79984,0.79986,0.79977,0.0,182.0,182.0,0.83361,0.83362,0.83353,130.0,314.0,314.0,,,,,,
Tongji,Tongji2_CY25-05_1--5.pkl,train,339,479,140,,False,first_cross,False,340.0,0.799,0.79968,0.79853,0.0,338.0,338.0,0.8713,0.87204,0.87079,105.0,445.0,445.0,,,,,,
Tongji,Tongji1_CY25-025_1--2.pkl,train,274,234,0,,False,regress,True,,,,,,,,,,,,,,,,,,,
Tongji,Tongji1_CY35-05_1--2.pkl,train,369,531,162,,False,first_cross,False,385.0,0.79957,0.79984,0.79938,0.0,368.0,368.0,0.84216,0.84244,0.84195,93.0,463.0,463.0,,,,,,
Tongji,Tongji1_CY45-05_1--22.pkl,train,223,577,354,,False,first_cross,False,225.0,0.79964,0.79988,0.79932,0.0,222.0,222.0,0.8338,0.83405,0.83347,99.0,323.0,323.0,,,,,,
Tongji,Tongji1_CY35-05_1--1.pkl,train,404,548,144,,False,first_cross,False,421.0,0.79947,0.79975,0.79909,0.0,403.0,403.0,0.84903,0.84932,0.84862,96.0,501.0,501.0,,,,,,
Tongji,Tongji1_CY45-05_1--16.pkl,val,219,596,377,,False,first_cross,False,220.0,1.0642,0.79994,0.7985,0.0,218.0,220.0,1.10825,0.83305,0.83155,125.0,345.0,345.0,,,,,,
Tongji,Tongji1_CY45-05_1--18.pkl,train,322,596,274,,False,first_cross,False,323.0,0.7997,0.79994,0.79951,0.0,321.0,321.0,0.83417,0.83442,0.83398,141.0,464.0,464.0,,,,,,
Tongji,Tongji1_CY45-05_1--21.pkl,train,276,637,361,,False,first_cross,False,278.0,0.79946,0.79971,0.79917,0.0,275.0,275.0,0.83503,0.83528,0.83472,161.0,438.0,438.0,,,,,,
Tongji,Tongji2_CY45-05_1--18.pkl,val,384,596,212,,False,first_cross,False,385.0,0.79969,0.79997,0.79954,0.0,383.0,383.0,0.84605,0.84635,0.84588,211.0,596.0,596.0,,,,,,
Tongji,Tongji2_CY45-05_1--16.pkl,train,404,595,191,,False,first_cross,False,406.0,0.79958,0.79957,0.79929,0.0,403.0,403.0,0.84119,0.84119,0.84089,190.0,595.0,595.0,,,,,,
Tongji,Tongji2_CY45-05_1--17.pkl,test,425,596,171,,False,first_cross,False,426.0,0.79972,0.79996,0.79954,0.0,424.0,424.0,0.83906,0.83931,0.83887,171.0,,,,,,,,
Tongji,Tongji1_CY45-05_1--27.pkl,train,299,649,350,,False,first_cross,False,301.0,0.79947,0.79978,0.79926,0.0,298.0,298.0,0.83647,0.8368,0.83626,161.0,461.0,461.0,,,,,,
Tongji,Tongji1_CY45-05_1--11.pkl,train,296,648,352,,False,first_cross,False,297.0,0.79963,0.79979,0.79928,0.0,295.0,295.0,0.83882,0.83899,0.83845,186.0,483.0,483.0,,,,,,
Tongji,Tongji1_CY45-05_1--19.pkl,train,202,685,483,,False,first_cross,False,203.0,0.83537,0.69443,0.83512,129.0,201.0,332.0,0.87109,0.72412,0.87083,282.0,201.0,485.0,,,,,,
Tongji,Tongji1_CY45-05_1--23.pkl,train,451,690,239,,False,first_cross,False,452.0,0.79968,0.79999,0.79952,0.0,450.0,450.0,0.83537,0.8357,0.8352,120.0,572.0,572.0,,,,,,
Tongji,Tongji1_CY45-05_1--26.pkl,train,355,709,354,,False,first_cross,False,356.0,0.79953,0.79976,0.79936,0.0,354.0,354.0,0.83283,0.83306,0.83265,129.0,485.0,485.0,,,,,,
Tongji,Tongji1_CY45-05_1--2.pkl,test,389,699,310,,False,first_cross,False,405.0,0.79959,0.79984,0.79942,0.0,388.0,388.0,0.83626,0.83652,0.83608,141.0,531.0,531.0,,,,,,
Tongji,Tongji1_CY45-05_1--24.pkl,train,330,721,391,,False,first_cross,False,331.0,0.79973,0.7999,0.79939,0.0,329.0,329.0,0.83485,0.83503,0.8345,161.0,492.0,492.0,,,,,,
Tongji,Tongji1_CY45-05_1--28.pkl,train,434,716,282,,False,first_cross,False,435.0,0.7995,0.7997,0.79926,0.0,433.0,433.0,0.83449,0.83469,0.83424,124.0,559.0,559.0,,,,,,
