subset,cell,chemistry,flags,severity,knee_rank_spread,curv_rank_spread,knee_lifefrac_gap_obs_vs_proc,n_total,n_measured,n_extrapolated,extrap_frac,pchip_changed,eol_cycle,soh_first,soh_last,knee_curvature_max_lifefrac,knee_bilinear_lifefrac,knee_tangent_cross_lifefrac
ISU_ILCC,ISU-ILCC_G34C2.pkl,NMC,curv_rank_spread>=0.7,0.7175,0.5242,0.7175,0.0,317,317,0,0.0,0,317.0,0.9887365966389562,0.7995088873575227,0.47318611987381703,0.2070320054531332,0.34934891759946946
Stanford,Stanford_Nova_Regular_221.pkl,NMC,curv_rank_spread>=0.7,0.7167,0.2811,0.7167,0.0,596,596,0,0.0,0,596.0,1.0270781815052032,0.7984159514307976,0.7550335570469798,0.6673931739233079,0.6837777378541923
MATR,MATR_b3c22.pkl,LFP,curv_rank_spread>=0.7,0.7158,0.4261,0.7158,0.0,1001,1000,1,0.000999,0,1001.0,0.9602402727272726,0.8,0.4095904095904096,0.8679712247551444,0.7629018485472157
ISU_ILCC,ISU-ILCC_G28C1.pkl,NMC,curv_rank_spread>=0.7,0.715,0.0,0.715,,562,562,0,0.0,0,562.0,0.9866067916169358,0.7997840836694856,0.5480427046263345,,
MATR,MATR_b4c22.pkl,LFP,curv_rank_spread>=0.7,0.715,0.5571,0.715,0.0,671,671,0,0.0,0,671.0,0.9550688181818181,0.7986932454545455,0.23845007451564829,0.8519797197612504,0.761707963047074
Stanford_2,Stanford_Nova_Regular_103.pkl,NMC,curv_rank_spread>=0.7,0.715,0.3784,0.715,0.0,470,470,0,0.0,0,470.0,1.0356033841768901,0.7990060374140739,0.3382978723404255,0.8079471827221213,0.7467328273497886
ZN-coin,ZN-coin_418-3_20231209234252_11_3.pkl,MnO2,curv_rank_spread>=0.7,0.715,0.1124,0.715,0.0,189,189,0,0.0,0,189.0,0.9989341764984639,0.7981590569105801,0.25396825396825395,0.43666480550902664,0.39630463422516793
MATR,MATR_b4c17.pkl,LFP,curv_rank_spread>=0.7,0.7133,0.6944,0.7133,0.0,827,827,0,0.0,0,827.0,0.9454133636363635,0.7999790272727272,0.09673518742442563,0.8519380457304662,0.7456650771387924
Stanford_2,Stanford_Nova_Regular_311.pkl,NMC,knee_rank_spread>=0.7,0.7127,0.7127,0.2967,0.0,886,886,0,0.0,0,886.0,1.0209482784072559,0.7990187654892604,0.9503386004514672,0.3780896582233969,
ISU_ILCC,ISU-ILCC_G1C4.pkl,NMC,knee_rank_spread>=0.7,0.7118,0.7118,0.1758,0.0,2485,2485,0,0.0,0,2485.0,0.9782948830554717,0.7998086130584616,0.7002012072434608,0.1968057591781847,0.46957897149441874
ISU_ILCC,ISU-ILCC_G32C1.pkl,NMC,curv_rank_spread>=0.7,0.7117,0.3177,0.7117,0.0,2012,2012,0,0.0,0,2012.0,1.011658634964474,0.7982008327050587,0.3827037773359841,0.3093886430162743,
MATR,MATR_b2c27.pkl,LFP,curv_rank_spread>=0.7,0.7117,0.6148,0.7117,0.0,467,467,0,0.0,0,467.0,0.9689463636363636,0.7994269818181818,0.05139186295503212,0.7598119075032551,0.6891283326007072
ISU_ILCC,ISU-ILCC_G3C3.pkl,NMC,knee_rank_spread>=0.7,0.7109,0.7109,0.5033,0.0,707,707,0,0.0,0,707.0,0.988017389015574,0.7969692790326768,0.751060820367751,0.22170541533693927,
CALB,CALB_35_B175.pkl,NMC,knee_rank_spread>=0.7,0.7107,0.7107,0.145,0.0,1352,1352,0,0.0,0,1352.0,1.0,0.8658155994241199,0.9489644970414202,0.5706695459546253,0.36706900263797043
RWTH,RWTH_005.pkl,NMC,knee_rank_spread>=0.7,0.7105,0.7105,0.6242,0.004,744,744,0,0.0,1,748.0,0.9708456847498387,0.7991225822248501,0.893048128342246,0.322013140569156,0.34949718253080436
MATR,MATR_b2c43.pkl,LFP,curv_rank_spread>=0.7,0.71,0.0832,0.71,0.0,461,461,0,0.0,0,461.0,0.9759678181818182,0.7985409272727272,0.5856832971800434,0.751795855633918,0.695935552080933
NA-ion,NA-ion_270040-4-3-46.pkl,미상,curv_rank_spread>=0.7,0.71,0.5084,0.71,0.0,227,227,0,0.0,0,227.0,0.902983,0.7996942,0.06167400881057269,0.7323401146702676,0.6296628583786841
ISU_ILCC,ISU-ILCC_G27C3.pkl,NMC,curv_rank_spread>=0.7,0.7092,0.0,0.7092,,500,500,0,0.0,0,500.0,1.0193811553404966,0.7982594995638211,0.076,,
Tongji,Tongji2_CY25-05_1--5.pkl,NMC,knee_rank_spread>=0.7,0.7084,0.7084,0.53,0.0,339,339,0,0.0,0,340.0,0.9170216059221535,0.7989994253758607,0.638235294117647,0.18122672184451669,
ISU_ILCC,ISU-ILCC_G32C2.pkl,NMC,curv_rank_spread>=0.7,0.7083,0.1263,0.7083,0.0,1400,1400,0,0.0,0,1400.0,1.0105488183911386,0.7995030327857856,0.06714285714285714,0.31757322325915294,0.38755936316495854
NA-ion,NA-ion_270040-2-7-12.pkl,미상,curv_rank_spread>=0.7,0.7083,0.665,0.7083,0.0,87,87,0,0.0,0,87.0,0.8388469,0.7999401,0.7816091954022989,0.29314388032114597,0.29627554811482437
CALB,CALB_0_B185.pkl,NMC,knee_rank_spread>=0.7,0.7067,0.7067,0.5467,0.0,161,161,0,0.0,0,161.0,1.0,0.8995781377711038,0.055900621118012424,0.7967477137238991,
ISU_ILCC,ISU-ILCC_G10C2.pkl,NMC,curv_rank_spread>=0.7,0.7067,0.2345,0.7067,0.0,828,828,0,0.0,0,828.0,0.9959041775434595,0.7991342948479123,0.1751207729468599,0.25768152355982815,0.24989345695977536
MATR,MATR_b2c24.pkl,LFP,curv_rank_spread>=0.7,0.7067,0.0647,0.7067,0.0,494,494,0,0.0,0,494.0,0.9708801818181817,0.7998587909090908,0.5506072874493927,0.7718196244379795,0.7050175221891959
MATR,MATR_b2c42.pkl,LFP,curv_rank_spread>=0.7,0.7067,0.0661,0.7067,0.0,465,465,0,0.0,0,465.0,0.9800217272727272,0.7983959818181817,0.5806451612903226,0.7517912141351921,0.6997082363798924
Stanford_2,Stanford_Nova_Regular_123.pkl,NMC,curv_rank_spread>=0.7,0.7058,0.464,0.7058,0.0,533,533,0,0.0,0,533.0,1.0212776561578116,0.7982582474748294,0.3602251407129456,0.8720997105603063,0.7524268058968645
total_MICH,MICH_BLForm2_pouch_NMC_45C_0-100_1-1C_b.pkl,NMC,curv_rank_spread>=0.7,0.7058,0.2229,0.7058,0.0,299,299,0,0.0,,299.0,0.9991525423728814,0.7974576271186441,0.5384615384615384,0.8282146518545906,0.718098680062065
MATR,MATR_b3c17.pkl,LFP,knee_rank_spread>=0.7,0.7053,0.7053,0.4442,0.0,1314,1313,1,0.000761,0,1314.0,0.9695012727272727,0.8,0.060882800608828,0.7795648715418799,0.7388379721429402
RWTH,RWTH_025.pkl,NMC,curv_rank_spread>=0.7,0.705,0.5572,0.705,0.008,710,710,0,0.0,1,714.0,0.9714695305603304,0.8002448675429042,0.6904761904761905,0.31804189012288336,0.31215578621675477
ISU_ILCC,ISU-ILCC_G3C1.pkl,NMC,curv_rank_spread>=0.7,0.7042,0.4536,0.7042,0.0,919,919,0,0.0,0,919.0,1.0050733940032195,0.7980715678599979,0.4809575625680087,0.2575926422099617,0.4486162653309842
MATR,MATR_b3c13.pkl,LFP,knee_rank_spread>=0.7,0.7042,0.7042,0.5825,0.0,815,814,1,0.001227,0,815.0,0.9686890909090908,0.8,0.05030674846625767,0.7716373277430095,0.7139295356399495
Stanford_2,Stanford_Nova_Regular_167.pkl,NMC,curv_rank_spread>=0.7,0.7042,0.2389,0.7042,0.0,687,687,0,0.0,0,687.0,1.018194357554118,0.7992458219329517,0.868995633187773,0.8800743162683872,0.7194454925250796
Stanford_2,Stanford_Nova_Regular_175.pkl,NMC,curv_rank_spread>=0.7,0.7042,0.6206,0.7042,0.0,558,558,0,0.0,0,558.0,1.0132551193237305,0.7996540516614914,0.1827956989247312,0.8680760432989321,0.7570637027551664
Tongji,Tongji1_CY45-05_1--27.pkl,NCA,curv_rank_spread>=0.7,0.7042,0.6431,0.7042,0.0,300,300,0,0.0,0,302.0,0.9557602765656394,0.7992637178059117,0.6655629139072847,0.27767978967686113,0.2554113569810625
Tongji,Tongji1_CY25-025_1--3.pkl,NCA,knee_rank_spread>=0.7,0.704,0.704,0.4725,,221,221,0,0.0,0,230.0,0.9160820824822512,0.792246724367483,0.10869565217391304,,0.9225154152039408
SNL,SNL_18650_NCA_25C_20-80_0.5-0.5C_d.pkl,NCA,curv_rank_spread>=0.7,0.7033,0.0646,0.7033,0.004,841,841,0,0.0,1,841.0,1.0307291666666665,0.8179166666666665,0.5719381688466112,0.783674615646604,
ISU_ILCC,ISU-ILCC_G7C2.pkl,NMC,curv_rank_spread>=0.7,0.7025,0.1701,0.7025,0.0,1155,1155,0,0.0,0,1155.0,0.9942389899123344,0.7968129508770447,0.24761904761904763,0.3859592333964194,0.31890047190352083
SNL,SNL_18650_NCA_15C_0-100_0.5-1C_a.pkl,NCA,curv_rank_spread>=0.7,0.7025,0.5217,0.7025,0.012,331,331,0,0.0,1,331.0,1.0107638888888888,0.7986111111111109,0.7552870090634441,0.5275622827126569,0.3954256679928172
ISU_ILCC,ISU-ILCC_G56C1.pkl,NMC,knee_rank_spread>=0.7,0.7014,0.7014,0.68,0.0,1210,1210,0,0.0,0,1210.0,0.9979762074271741,0.7984557378494745,0.6371900826446281,0.1850961418663566,0.1917709075604855
Stanford_2,Stanford_Nova_Regular_295.pkl,NMC,knee_rank_spread>=0.7,0.7011,0.7011,0.2958,0.0,744,744,0,0.0,0,744.0,1.015570697685083,0.7991451149185499,0.9274193548387096,0.38625317447452323,0.3486569969611169
ISU_ILCC,ISU-ILCC_G46C2.pkl,NMC,curv_rank_spread>=0.7,0.7008,0.6832,0.7008,0.0,647,647,0,0.0,0,647.0,0.9969738247815031,0.7993627303663292,0.9459041731066461,0.40644645173316357,0.39053078280078973
MATR,MATR_b4c14.pkl,LFP,curv_rank_spread>=0.7,0.7008,0.0931,0.7008,0.0,607,607,0,0.0,0,607.0,0.9644428181818181,0.7998518545454545,0.6293245469522241,0.8038412821935047,0.7394687386450202
ISU_ILCC,ISU-ILCC_G16C3.pkl,NMC,knee_rank_spread>=0.7,0.7001,0.7001,0.3,0.0,545,545,0,0.0,0,545.0,1.115062888888889,0.7990474444444444,0.9027522935779817,0.3384021022543912,0.34015810913074906
HNEI,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_b.pkl,블렌드,observed_vs_processed_kneefrac>=0.05,0.6808,0.4802,0.6808,0.5002,218,218,0,0.0,1,218.0,0.9385714285714287,0.7975000000000001,0.6834862385321101,0.38824627725784894,0.5384516722362439
HNEI,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_t.pkl,블렌드,observed_vs_processed_kneefrac>=0.05,0.675,0.3923,0.675,0.1241,234,234,0,0.0,1,234.0,0.925,0.7957142857142858,0.8034188034188035,0.6082141476613839,0.7323574617070824
SNL,SNL_18650_NCA_25C_0-100_0.5-2C_a.pkl,NCA,observed_vs_processed_kneefrac>=0.05,0.675,0.5582,0.675,0.0601,335,335,0,0.0,1,335.0,0.97375,0.7999999999999999,0.7402985074626866,0.5676261906547665,0.3348594676451916
HNEI,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_l.pkl,블렌드,observed_vs_processed_kneefrac>=0.05,0.6567,0.5963,0.6567,0.2642,228,228,0,0.0,1,228.0,0.9450000000000001,0.7978571428571429,0.8859649122807017,0.6522855505598166,0.44778824188945693
HNEI,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_f.pkl,블렌드,observed_vs_processed_kneefrac>=0.05,0.64,0.3516,0.64,0.4484,239,239,0,0.0,1,239.0,0.9435714285714286,0.7975000000000001,0.42677824267782427,0.8123462500788461,0.6283375147408236
SNL,SNL_18650_NCA_35C_0-100_0.5-2C_b.pkl,NCA,observed_vs_processed_kneefrac>=0.05,0.62,0.62,0.1992,0.1161,229,229,0,0.0,1,229.0,0.970625,0.7984375,0.9475982532751092,0.6482763160782077,0.48917271713460514
Tongji,Tongji1_CY25-025_1--2.pkl,NCA,observed_vs_processed_kneefrac>=0.05,0.5885,0.5885,0.5092,0.0967,274,234,40,0.145985,0,275.0,0.9340055829527837,0.8,0.5309090909090909,0.20631703974417545,
HNEI,HNEI_18650_NMC_LCO_25C_0-100_0.5-1.5C_a.pkl,블렌드,observed_vs_processed_kneefrac>=0.05,0.5825,0.0461,0.5825,0.0761,263,263,0,0.0,1,263.0,0.9421428571428572,0.7971428571428573,0.3041825095057034,0.6000191069415519,0.5698653865795809
NA-ion,NA-ion_270040-5-3-37.pkl,미상,observed_vs_processed_kneefrac>=0.05,0.5742,0.0875,0.5742,0.0726,256,211,45,0.175781,0,256.0,0.8979647,0.8,0.05859375,0.29973107726130654,0.298093673123756
NA-ion,NA-ion_270040-2-2-12.pkl,미상,observed_vs_processed_kneefrac>=0.05,0.5624,0.5624,0.1767,0.1485,159,128,31,0.194969,0,159.0,0.8609242,0.8,0.49056603773584906,0.37331310641256593,0.19437352225706353
RWTH,RWTH_010.pkl,NMC,observed_vs_processed_kneefrac>=0.05,0.55,0.45,0.55,0.0723,700,700,0,0.0,1,704.0,0.9644718561166822,0.8005366414742937,0.4190340909090909,0.22171011306532665,0.27751340811614916
SNL,SNL_18650_NCA_35C_0-100_0.5-1C_b.pkl,NCA,observed_vs_processed_kneefrac>=0.05,0.3125,0.2337,0.3125,0.2485,338,338,0,0.0,1,338.0,0.9853124999999999,0.8234374999999999,0.0650887573964497,0.5275326335821118,0.42577748586677194
Tongji,Tongji2_CY25-05_1--2.pkl,NMC,observed_vs_processed_kneefrac>=0.05,0.2733,0.2154,0.2733,0.1,222,189,33,0.148649,0,223.0,0.9265254772714755,0.8,0.672645739910314,0.6738062509858711,
